Row Labels;Max of 1Uex;Max of 1Dex;Max of 3Uex;Max of 3Dex;Max of 7Uex;Max of 7Dex;Max of 1Uin;Max of 1Din;Max of 3Uin;Max of 3Din;Max of 7Uin;Max of 7Din
A_70_P071561;0;1;0;0;0;1;0;0;0;0;0;0
A_70_P071566;0;0;0;0;0;0;1;0;1;0;0;0
A_70_P071581;0;0;1;0;1;0;0;0;0;0;0;0
A_70_P071706;0;0;0;0;0;0;0;0;0;1;0;1
A_70_P071831;0;1;0;0;0;1;0;0;0;0;0;0
A_70_P071926;0;0;0;0;0;0;1;0;0;0;1;0
A_70_P072101;0;1;0;1;0;0;0;0;0;0;0;0
A_70_P072121;0;0;0;0;0;0;1;0;1;0;0;0
A_70_P072211;0;1;0;0;0;0;0;0;0;1;0;0
A_70_P000026;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P000036;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P000061;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P000076;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P000141;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P000146;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P000206;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P000241;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P000256;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P000276;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P000321;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P000351;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P000366;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P000421;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P000426;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P000471;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P000481;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P000516;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P000581;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P000616;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P000711;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P000751;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P000841;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P000881;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P000956;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P000971;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P000981;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P001016;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P001031;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P001036;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P001096;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P001101;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P001126;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P001171;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P001181;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P001201;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P001216;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P001236;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P001246;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P001291;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P001391;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P001426;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P001451;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P001452;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P001461;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P001462;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P001531;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P001556;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P001576;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P001581;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P001586;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P001626;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P001634;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P001646;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P001671;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P001686;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P001731;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P001736;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P001761;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P001776;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P001781;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P001806;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P001816;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P001836;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P001842;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P001851;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P001911;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P001931;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P001966;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P001986;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P002001;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P002006;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P002051;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P002081;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P002086;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P002141;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P002211;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P002241;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P002246;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P002251;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P002321;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P002356;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P002376;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P002396;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P002416;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P002421;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P002431;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P002446;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P002511;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P002536;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P002546;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P002551;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P002571;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P002611;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P002621;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P002701;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P002716;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P002717;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P002721;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P002726;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P002727;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P002731;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P002761;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P002786;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P002811;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P002822;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P002837;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P002862;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P002866;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P002887;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P002891;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P002911;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P002931;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P002941;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P002946;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P002991;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P003001;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P003006;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P003011;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P003086;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P003136;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P003206;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P003216;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P003226;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P003281;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P003286;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P003306;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P003406;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P003471;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P003521;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P003551;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P003552;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P003661;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P003691;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P003736;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P003746;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P003751;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P003766;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P003796;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P003851;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P003861;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P003911;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P003921;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P003996;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P004001;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P004006;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P004046;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P004081;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P004111;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P004116;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P004146;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P004151;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P004231;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P004236;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P004241;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P004281;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P004336;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P004361;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P004456;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P004461;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P004506;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P004576;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P004611;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P004686;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P004726;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P004736;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P004761;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P004831;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P004851;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P004886;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P004896;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P004931;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P004961;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P004976;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P005046;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P005076;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P005091;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P005116;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P005141;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P005156;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P005186;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P005221;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P005226;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P005241;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P005246;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P005306;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P005331;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P005346;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P005356;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P005366;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P005401;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P005411;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P005426;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P005461;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P005481;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P005576;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P005636;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P005671;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P005696;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P005706;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P005711;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P005746;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P005771;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P005776;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P005831;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P005886;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P005901;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P005911;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P005931;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P005936;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P006006;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P006011;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P006081;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P006106;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P006111;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P006151;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P006191;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P006196;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P006221;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P006231;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P006286;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P006306;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P006346;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P006361;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P006366;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P006396;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P006433;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P006446;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P006536;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P006546;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P006581;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P006606;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P006616;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P006626;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P006656;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P006661;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P006676;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P006696;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P006726;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P006771;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P006781;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P006811;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P006821;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P006831;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P006841;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P006851;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P006876;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P006891;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P006931;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P006946;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P006976;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P007016;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P007021;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P007056;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P007086;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P007111;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P007156;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P007161;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P007186;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P007206;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P007326;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P007351;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P007376;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P007381;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P007396;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P007416;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P007426;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P007441;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P007466;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P007471;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P007481;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P007501;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P007526;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P007531;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P007546;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P007561;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P007596;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P007606;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P007676;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P007736;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P007756;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P007806;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P007821;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P007841;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P007856;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P007871;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P007881;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P007896;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P007901;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P007971;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P008036;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P008041;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P008061;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P008086;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P008091;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P008101;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P008116;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P008141;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P008201;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P008211;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P008212;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P008226;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P008231;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P008291;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P008316;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P008326;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P008346;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P008381;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P008421;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P008436;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P008441;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P008481;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P008511;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P008546;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P008576;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P008621;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P008641;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P008661;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P008706;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P008786;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P008816;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P008856;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P008861;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P008866;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P008901;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P008916;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P008921;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P008981;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P009031;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P009046;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P009056;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P009081;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P009091;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P009146;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P009151;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P009211;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P009216;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P009226;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P009291;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P009301;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P009321;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P009346;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P009456;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P009601;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P009626;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P009646;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P009696;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P009701;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P009706;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P009711;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P009721;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P009791;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P009826;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P009871;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P009886;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P009931;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P009951;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P009966;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P009971;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P009976;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P010006;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P010021;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P010051;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P010066;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P010081;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P010096;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P010131;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P010161;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P010176;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P010211;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P010251;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P010291;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P010296;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P010301;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P010316;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P010321;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P010336;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P010351;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P010386;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P010391;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P010396;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P010436;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P010461;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P010466;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P010546;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P010566;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P010576;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P010651;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P010661;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P010696;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P010756;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P010781;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P010831;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P010891;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P010896;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P010941;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P010951;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P010966;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P011001;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P011036;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P011051;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P011061;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P011066;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P011086;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P011096;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P011146;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P011171;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P011176;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P011181;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P011211;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P011231;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P011246;0;0;0;0;0;0;0;0;0;0;1;0
A_70_P011261;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P011271;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P011321;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P011331;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P011351;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P011476;0;0;0;0;0;0;0;0;0;0;1;0
A_70_P011496;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P011541;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P011546;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P011556;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P011561;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P011591;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P011651;1;0;0;0;0;0;0;0;0;0;0;0
