ProbeID,1Uex,1Dex,3Uex,3Dex,7Uex,7Dex,1Uin,1Din,3Uin,3Din,7Uin,7Din
A_70_P016226,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016231,0,1,0,0,0,0,0,0,0,0,0,0
A_70_P016236,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016241,1,0,1,0,0,0,1,0,0,0,0,0
A_70_P016246,0,0,1,0,0,0,1,0,1,0,0,0
A_70_P016251,0,0,0,0,0,0,0,0,1,0,0,0
A_70_P016256,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016261,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016266,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016271,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016276,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016281,0,0,0,0,0,0,0,0,1,0,1,0
A_70_P016286,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016291,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016296,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016301,1,0,1,0,1,0,1,0,0,0,0,0
A_70_P016306,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016307,1,0,1,0,0,0,0,0,0,0,0,0
A_70_P016311,1,0,0,0,0,0,0,0,0,0,0,0
A_70_P016313,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016316,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016317,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016321,0,1,0,1,0,1,0,0,0,1,0,0
A_70_P016326,0,0,0,0,0,0,0,0,0,1,0,1
A_70_P016331,0,1,0,0,0,0,0,0,0,0,0,0
A_70_P016332,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016336,0,1,0,0,0,0,0,0,0,0,0,0
A_70_P016337,0,0,1,0,0,0,0,0,0,0,0,0
A_70_P016345,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016346,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016351,0,1,0,1,0,1,0,0,0,0,0,0
A_70_P016352,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016356,0,0,0,0,0,0,0,0,0,0,0,1
A_70_P016361,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016362,0,0,0,0,1,0,0,0,0,0,0,0
A_70_P016366,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016367,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016371,0,0,0,0,0,0,0,0,0,0,0,1
A_70_P016372,0,0,0,0,0,0,0,0,0,1,0,0
A_70_P016376,0,0,0,0,0,0,0,0,0,1,0,1
A_70_P016381,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016382,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016386,0,1,0,1,0,1,0,0,0,0,0,0
A_70_P016387,0,1,0,1,0,0,0,0,0,0,0,0
A_70_P016391,1,0,0,0,1,0,1,0,1,0,0,0
A_70_P016396,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016401,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016402,0,1,0,0,0,0,0,0,0,1,0,0
A_70_P016406,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016411,0,1,0,1,0,1,0,0,0,0,0,0
A_70_P016416,0,0,1,0,1,0,0,0,0,0,0,0
A_70_P016421,0,0,0,0,0,0,0,0,0,0,1,0
A_70_P016426,0,0,0,0,0,0,0,0,0,0,0,1
A_70_P016431,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016437,1,0,0,0,0,0,0,0,0,0,0,0
A_70_P016441,1,0,1,0,1,0,0,0,0,0,0,0
A_70_P016442,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016446,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016451,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016456,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016461,0,0,0,0,0,0,1,0,1,0,0,0
A_70_P016466,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016471,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016476,0,1,0,0,0,0,0,0,0,0,0,0
A_70_P016481,0,1,0,0,0,1,0,0,0,0,0,0
A_70_P016486,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016491,0,0,0,0,0,1,0,0,0,0,0,0
A_70_P016496,0,1,0,0,0,0,0,0,0,0,0,0
A_70_P016501,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016506,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016511,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016516,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016521,1,0,0,0,1,0,1,0,0,0,0,0
A_70_P016522,0,0,0,0,1,0,0,0,0,1,0,0
A_70_P016526,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016527,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016531,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016536,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016537,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016541,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016546,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016556,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016557,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016561,0,1,0,1,0,1,0,0,0,0,0,0
A_70_P016562,1,0,1,0,0,0,0,0,0,0,0,0
A_70_P016566,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016567,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016571,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016572,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016576,1,0,0,0,0,0,1,0,0,0,0,0
A_70_P016581,0,0,0,0,0,0,1,0,0,0,0,0
A_70_P016586,1,0,0,0,0,0,1,0,0,0,0,0
A_70_P016591,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016596,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016601,0,1,0,1,0,1,0,1,0,1,0,0
A_70_P016606,1,0,0,0,0,0,0,0,0,0,0,0
A_70_P016611,0,0,0,0,1,0,0,0,1,0,0,0
A_70_P016616,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016621,0,0,0,0,0,0,0,0,1,0,0,0
A_70_P016626,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016631,0,0,0,0,0,0,0,1,0,1,0,0
A_70_P016636,0,0,0,0,0,0,1,0,0,0,0,0
A_70_P016641,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016646,1,0,1,0,0,0,0,0,0,0,0,0
A_70_P016651,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016656,0,0,0,0,0,0,1,0,0,0,0,0
A_70_P016657,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016661,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016666,0,1,0,0,0,0,0,0,0,0,0,0
A_70_P016671,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016676,0,0,0,0,0,0,1,0,0,0,0,0
A_70_P016681,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016691,0,1,0,1,0,1,0,0,0,0,0,0
A_70_P016696,1,0,0,0,0,0,0,0,0,0,0,0
A_70_P016701,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016707,0,0,0,0,0,0,0,0,0,1,0,1
A_70_P016711,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016716,1,0,0,0,0,0,1,0,0,0,0,0
A_70_P016721,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016726,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016731,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016736,0,0,0,0,0,0,0,0,0,1,0,0
A_70_P016741,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016746,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016751,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016756,1,0,1,0,1,0,1,0,1,0,1,0
A_70_P016757,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016761,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016766,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016776,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016781,0,1,0,1,0,0,0,1,0,1,0,1
A_70_P016782,0,0,0,0,0,0,0,1,0,1,0,0
A_70_P016786,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016787,0,0,0,0,0,0,0,0,0,0,0,1
A_70_P016796,0,1,0,1,0,1,0,0,0,0,0,0
A_70_P016801,0,1,0,1,0,1,0,0,0,0,0,0
A_70_P016808,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016809,0,1,0,0,0,0,0,0,0,0,0,0
A_70_P016811,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016816,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016821,0,1,0,1,0,1,0,0,0,0,0,0
A_70_P016826,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016831,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016836,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016837,0,0,0,0,0,0,1,0,0,0,0,0
A_70_P016841,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016846,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016847,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016851,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016856,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016857,1,0,0,0,0,0,1,0,0,0,0,0
A_70_P016861,0,1,0,0,0,0,0,1,0,1,0,1
A_70_P016862,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016866,0,0,0,1,0,0,0,0,0,0,0,0
A_70_P016871,0,0,0,0,0,0,0,0,0,1,0,1
A_70_P016872,0,1,0,1,0,1,0,0,0,0,0,0
A_70_P016876,1,0,0,0,1,0,1,0,1,0,0,0
A_70_P016877,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016881,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016886,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016887,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016891,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016896,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016901,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016902,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016906,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016911,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016916,0,0,1,0,1,0,0,0,0,0,0,0
A_70_P016921,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016926,1,0,0,0,0,0,0,0,0,0,0,0
A_70_P016931,0,0,0,0,0,0,1,0,0,0,0,0
A_70_P016936,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016941,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016946,1,0,0,0,0,0,0,0,0,0,0,0
A_70_P016951,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016952,0,0,0,0,0,0,0,0,0,1,0,0
A_70_P016956,1,0,0,0,0,0,1,0,0,0,0,0
A_70_P016961,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016966,1,0,0,0,0,0,1,0,0,0,0,0
A_70_P016972,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016976,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016981,0,0,0,0,0,0,0,1,0,0,0,0
A_70_P016986,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016991,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P016996,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017001,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017006,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017011,0,0,0,0,0,0,0,1,0,1,0,1
A_70_P017016,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017021,1,0,1,0,1,0,0,0,0,0,0,0
A_70_P017022,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017026,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017031,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017036,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017037,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017041,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017042,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017046,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017047,0,0,0,0,0,0,1,0,1,0,0,0
A_70_P017051,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017056,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017061,0,0,0,0,0,0,0,1,0,1,0,0
A_70_P017062,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017066,1,0,1,0,0,0,0,0,1,0,0,0
A_70_P017071,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017076,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017081,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017086,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017091,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017096,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017097,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017101,0,0,0,0,0,0,0,0,0,1,0,0
A_70_P017106,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017107,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017111,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017116,0,0,0,0,0,0,0,0,0,1,0,0
A_70_P017117,0,0,0,1,0,0,0,0,0,0,0,0
A_70_P017121,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017122,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017126,1,0,1,0,1,0,0,0,0,0,0,0
A_70_P017127,0,1,0,1,0,1,0,0,0,0,0,0
A_70_P017136,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017141,0,0,0,0,0,0,0,0,0,1,0,1
A_70_P017142,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017146,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017151,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017156,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017166,1,0,1,0,0,0,0,0,0,0,0,0
A_70_P017171,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017176,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017181,1,0,0,0,0,0,0,0,0,0,0,0
A_70_P017186,1,0,1,0,0,0,0,0,0,0,0,0
A_70_P017191,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017201,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017206,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017211,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017216,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017221,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017226,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017231,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017236,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017241,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017246,0,0,0,0,0,1,0,0,0,0,0,0
A_70_P017251,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017256,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017261,0,0,0,0,0,0,0,0,0,1,0,1
A_70_P017266,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017271,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017276,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017281,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017286,1,0,1,0,1,0,0,0,0,0,0,0
A_70_P017291,1,0,0,0,0,0,0,0,0,0,0,0
A_70_P017296,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017301,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017306,1,0,0,0,0,0,0,0,0,0,0,0
A_70_P017311,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017316,0,0,0,0,0,0,0,0,0,1,0,0
A_70_P017321,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017326,0,0,0,0,0,1,0,0,0,0,0,0
A_70_P017331,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017336,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017341,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017346,0,0,0,0,0,0,0,0,0,0,0,1
A_70_P017351,1,0,0,0,1,0,1,0,1,0,0,0
A_70_P017356,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017361,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017366,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017371,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017376,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017381,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017386,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017391,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017396,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017401,1,0,0,0,0,0,0,0,0,1,0,0
A_70_P017406,0,1,0,0,0,0,0,0,0,1,0,0
A_70_P017411,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017416,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017421,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017426,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017431,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017436,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017441,1,0,0,0,0,0,0,0,0,0,0,0
A_70_P017446,0,0,0,0,0,0,0,0,0,1,0,0
A_70_P017451,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017456,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017461,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017466,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017471,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017476,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017481,0,0,1,0,0,0,0,0,0,0,0,0
A_70_P017486,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017491,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017496,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017501,0,0,0,0,0,0,0,1,0,0,0,0
A_70_P017506,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017511,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017516,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017521,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017526,0,0,0,0,0,0,1,0,0,0,0,0
A_70_P017531,0,0,0,0,1,0,0,0,1,0,0,0
A_70_P017536,0,1,0,0,0,1,0,1,0,1,0,1
A_70_P017541,0,0,0,0,0,0,0,0,0,1,0,0
A_70_P017546,0,0,0,0,0,0,0,0,0,0,0,1
A_70_P017551,0,0,0,0,1,0,0,0,0,0,0,0
A_70_P017556,1,0,0,0,0,0,0,0,0,0,0,0
A_70_P017561,0,0,0,0,1,0,0,0,1,0,1,0
A_70_P017566,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017571,1,0,0,0,0,0,0,0,0,0,0,0
A_70_P017576,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017581,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017586,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017591,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017596,0,0,0,0,1,0,0,0,0,0,0,0
A_70_P017601,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017606,0,1,0,1,0,0,0,0,0,0,0,0
A_70_P017611,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017616,0,0,0,0,0,0,1,0,0,0,0,0
A_70_P017621,0,1,0,1,0,1,0,0,0,0,0,1
A_70_P017626,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017631,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017636,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017641,1,0,0,0,0,0,0,0,0,0,0,0
A_70_P017646,0,0,0,0,0,0,0,0,0,0,0,1
A_70_P017651,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017656,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017661,0,0,0,0,0,0,1,0,0,0,0,0
A_70_P017666,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017671,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017676,0,0,0,0,0,0,0,0,0,1,0,0
A_70_P017681,0,0,0,0,0,0,0,0,0,0,0,1
A_70_P017686,0,1,0,1,0,1,0,0,0,1,0,0
A_70_P017691,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017696,0,0,0,0,0,0,1,0,0,0,0,0
A_70_P017701,1,0,0,0,0,0,0,0,0,0,0,0
A_70_P017706,0,1,0,1,0,1,0,0,0,0,0,0
A_70_P017711,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017716,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017721,0,0,0,0,1,0,0,0,0,0,0,0
A_70_P017726,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017731,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017736,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017741,0,0,0,0,1,0,0,0,0,0,0,0
A_70_P017746,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017751,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017756,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017761,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017766,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017771,0,0,0,0,0,0,0,1,0,1,0,1
A_70_P017776,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017781,0,0,0,0,0,0,0,0,0,1,0,1
A_70_P017786,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017791,1,0,1,0,0,0,0,0,0,0,0,0
A_70_P017796,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017801,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017806,0,1,0,1,0,0,0,0,0,1,0,0
A_70_P017811,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017816,1,0,0,0,0,0,0,0,0,0,0,0
A_70_P017821,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017826,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017831,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017836,0,1,0,0,0,0,0,0,0,0,0,0
A_70_P017841,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017846,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017851,1,0,0,0,0,0,0,0,0,1,0,0
A_70_P017856,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017861,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017866,1,0,1,0,0,0,1,0,1,0,0,0
A_70_P017871,0,1,0,0,0,0,0,0,0,0,0,0
A_70_P017876,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017881,0,0,0,0,0,0,0,1,0,1,0,0
A_70_P017886,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017891,1,0,1,0,1,0,0,0,0,0,0,0
A_70_P017896,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017901,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017906,0,0,0,0,0,0,1,0,0,0,0,0
A_70_P017911,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017916,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017921,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017926,0,0,0,0,0,0,0,1,0,1,0,0
A_70_P017931,0,1,0,0,0,0,0,0,0,0,0,0
A_70_P017936,1,0,0,0,0,0,0,0,0,0,0,0
A_70_P017941,1,0,0,0,1,0,0,0,0,0,0,0
A_70_P017946,0,1,0,0,0,0,0,0,0,0,0,0
A_70_P017951,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017956,1,0,1,0,0,0,0,0,0,0,0,0
A_70_P017961,0,0,0,0,0,0,0,0,0,1,0,0
A_70_P017966,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017971,0,0,0,0,0,0,0,0,0,0,0,1
A_70_P017976,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017981,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017986,0,0,0,0,0,0,0,0,0,0,0,1
A_70_P017991,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P017996,0,1,0,1,0,1,0,0,0,0,0,0
A_70_P018001,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018006,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018011,0,1,0,0,0,0,0,0,0,0,0,0
A_70_P018016,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018021,0,0,0,0,0,0,0,0,0,1,0,0
A_70_P018026,0,1,0,0,0,0,0,0,0,0,0,0
A_70_P018031,1,0,0,0,0,0,0,0,0,0,0,0
A_70_P018036,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018041,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018046,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018051,1,0,0,0,0,0,0,0,0,0,0,0
A_70_P018056,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018061,0,0,0,0,0,0,0,0,0,0,0,1
A_70_P018066,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018071,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018076,0,0,0,0,1,0,0,0,0,0,0,0
A_70_P018081,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018086,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018091,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018096,0,1,0,0,0,0,0,0,1,0,1,0
A_70_P018101,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018106,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018111,0,0,0,0,0,0,0,1,0,1,0,0
A_70_P018116,1,0,1,0,1,0,0,0,0,0,0,0
A_70_P018121,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018126,0,0,0,0,0,1,0,0,0,0,0,0
A_70_P018131,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018136,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018141,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018146,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018151,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018156,0,0,0,0,0,0,0,0,0,1,0,0
A_70_P018161,0,0,0,0,0,0,0,0,0,1,0,0
A_70_P018166,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018171,0,1,0,1,0,1,0,0,0,0,0,0
A_70_P018176,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018181,1,0,0,0,0,0,0,0,0,0,0,0
A_70_P018186,0,1,0,1,0,1,0,0,0,0,0,0
A_70_P018191,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018196,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018201,0,0,0,0,0,0,0,0,0,0,0,0
A_70_P018206,0,0,0,0,0,0,0,0,0,0,0,0
